id,x,y,flux,flux_err,snr,kron_flux,fwhm,ellipticity,elongation,peak,area,ra,dec,flag_edge,flag_saturated,frame,flux_aper,flux_aper_err,snr_aper,mag_inst,mag_inst_err,mag_calib,mag_calib_err,frame_index
1,318.50210413961787,2.2475074743924175,179765.48300170898,312.5469970703125,575.1630464754325,179621.73725428412,3.320666094403677,0.2859672662610955,1.4004960175476537,45658.5703125,44.0,132.79036751535037,11.562437985616953,True,False,science_V_000.fits,179858.06023221998,334.44461177083923,537.781306387015,-8.691946637141116,0.0020188503897505777,15.422010803092512,0.013877379497853629,0
2,380.9326007341931,15.738002559647185,71497.5444946289,240.3953094482422,297.4165538368066,72113.59067807748,4.716850852409124,0.005399667242043882,1.005428981937972,4832.75634765625,121.0,132.78089733846448,11.564442355832115,False,False,science_V_000.fits,73324.15185784348,259.824986359447,282.2059297884669,-7.717739494509264,0.0038471905987723515,16.396217945724363,0.014258568663597848,0
3,178.01954071108736,23.088251579790153,1136909.0891113281,785.0506591796875,1448.198375247915,1130880.414741647,5.316856005903692,0.07743716938102041,1.0839370141641897,56248.359375,286.0,132.8116773508302,11.565535075806146,False,True,science_V_000.fits,1128766.7825810583,769.8416531449043,1466.2324102234502,-10.686132425264315,0.0007404692410492701,13.427825014969313,0.01374969816134857,0
4,271.6852241250602,21.96611537520913,273838.97552490234,412.7578430175781,663.4373644433459,273399.7884398627,5.093426810127004,0.050349262790986615,1.053018716058665,17727.431640625,192.0,132.79746910994007,11.565368536705677,False,False,science_V_000.fits,272877.1655815163,408.12662372629563,668.6090779623274,-9.144539862383313,0.001623818813990398,14.969417577850315,0.013825436426092354,0
5,479.79515120244497,18.548082542182925,13641.121887207031,139.210693359375,97.98903775295638,14332.301953698636,4.231809672882012,0.03389142979378734,1.0350803531186492,926.111572265625,67.0,132.7659007888496,11.564858597269065,False,False,science_V_000.fits,13661.142977955918,198.6630253599237,68.76540288866346,-5.893339465789208,0.015788462720967882,18.22061797444442,0.02092322776061678,0
6,499.62450678818425,25.30589786739865,800885.5252075195,673.4960327148438,1189.1466115682556,794409.1797503247,5.209528462558107,0.017711228496287257,1.0180305720782845,51185.3828125,283.0,132.76289272871537,11.565862516029245,False,False,science_V_000.fits,791362.8200380442,654.6008919921186,1208.9241394549952,-10.300560979794582,0.0008980712391841669,13.813396460439046,0.013759085608495281,0
7,428.6501228956832,38.70389553810628,732056.1695251465,643.792724609375,1137.0991649048626,727273.5172946167,5.126877342497006,0.004018162029415517,1.0040343727929848,46558.32421875,261.0,132.77365872652808,11.567854777383998,False,False,science_V_000.fits,726026.6458791879,628.558308198262,1155.0665012452307,-10.207003274089814,0.0009399458808904515,13.906954166143814,0.013761882250995141,0
8,293.90874475700497,48.3397580402864,47158.04428100586,205.5712432861328,229.40000521068498,47794.70717882895,4.620963003805744,0.009384134918206333,1.0094730311203237,3218.783447265625,106.0,132.79409792070936,11.569287903020994,False,False,science_V_000.fits,47152.3362524283,233.11674253007473,202.26919671522566,-7.238379912927963,0.005367599306426053,16.875577527305662,0.014741676537816098,0
9,450.23831802607475,52.50326283681488,1101333.6551513672,778.820068359375,1414.1053882591698,1093420.1472905339,5.224861561750741,0.00041253967548704473,1.0004127099347095,57936.91796875,299.0,132.77038374729185,11.569905201653068,False,True,science_V_000.fits,1089957.1441268453,759.9912717682706,1434.170607763486,-10.64814542982106,0.000757022905171019,13.465812010412568,0.013750599569117186,0
10,254.50115691942122,50.87302195424051,44769.66958618164,269.3080749511719,166.23961087798355,45687.48680882879,4.881878962040417,0.02732207752023197,1.0280895421688778,2767.959716796875,109.0,132.8000757781379,11.569664433798627,False,False,science_V_000.fits,44684.73584017221,289.77160821870837,154.20674273390478,-7.180019861261026,0.007040548167685874,16.9339375789726,0.015429686430150066,0
11,487.8361167735542,58.36558840008376,45066.089599609375,207.94265747070312,216.7236398138208,46028.89167763062,4.716264901137764,0.014939750060453671,1.0151663312587942,2935.787109375,110.0,132.76468030134413,11.570775772933603,False,False,science_V_000.fits,45195.64348752111,235.74878088747826,191.71103798450932,-7.1923633094922135,0.005663210691539457,16.921594130741415,0.014851863861752133,0
12,205.98364874069716,79.00017173038984,141933.4613647461,309.5321044921875,458.5419712685359,142322.4952373397,4.854080253925103,0.0037251312344825926,1.003739059722643,9814.521484375,146.0,132.8074356683458,11.57384434494025,False,False,science_V_000.fits,142313.28911033482,317.1299189120449,448.7539037583049,-8.437735514234305,0.0024193661401210875,15.676221925999323,0.013941278182118617,0
13,13.33546245738851,83.16768765275212,239835.701171875,383.8795166015625,624.7681650094555,239626.54471726215,4.931057730226627,0.0010746621121646704,1.001075818253281,16188.673828125,175.0,132.83665961343814,11.574461473564948,False,False,science_V_000.fits,240805.6633122981,383.2579433119793,628.3122568350205,-9.008788615351268,0.001727962471190624,15.10516882488236,0.013838054745270209,0
14,387.4685114066662,80.3024286253694,16268.95849609375,145.61241149902344,111.72782820235663,16775.765296904116,4.270270537838824,0.02291245929983088,1.0234497507597038,1070.7744140625,71.0,132.77990521285443,11.57403727694501,False,False,science_V_000.fits,16976.775855280815,200.43464607891846,84.69980708123903,-6.12925991077566,0.012818211013853444,17.984697529457968,0.01878330211722438,0
15,241.08215663200872,93.15186268047822,26050.862701416016,169.05938720703125,154.09296775407068,26879.20870991679,4.49910561938304,0.011461376166353898,1.0115942623687335,1893.0673828125,90.0,132.80211139753683,11.575947530236519,False,False,science_V_000.fits,26569.941651987298,303.54349067013084,87.53256936371464,-6.6155983757753,0.012403383196587181,17.498359064458327,0.018502697629065697,0
16,27.496541785884567,101.98588922817852,160935.05883789062,367.8213195800781,437.5359726881018,161073.67071324424,4.9204479874102836,0.006226595928167211,1.0062656093458073,10625.6923828125,160.0,132.83451178281504,11.577258328656914,False,False,science_V_000.fits,161665.26337497737,370.6030970059136,436.2221057542801,-8.576163659348184,0.0024888697424507986,15.537793780885444,0.013953507710469768,0
17,322.4749394142538,105.15920059831976,440075.18658447266,510.5115051269531,862.0279507217678,437919.10207322834,5.07077821236941,0.004016602606460973,1.0040328007645232,28057.236328125,225.0,132.78976431787277,11.577731781656897,False,False,science_V_000.fits,436177.48304125457,499.84240980136667,872.6300019531916,-9.653779979214649,0.0012441699203212103,14.46017746101898,0.013786002452556153,0
18,249.00520573672046,108.64632816651228,1313177.8762207031,848.1058349609375,1548.3655719467915,1302384.656184702,5.5569562495293665,0.07985196572765663,1.086781651162037,53459.19140625,360.0,132.80090950485115,11.578250185828335,False,True,science_V_000.fits,1294318.446847732,823.1082963284813,1572.4764926086991,-10.834724726182703,0.0006904395742023787,13.279232714050925,0.013747094661668586,0
19,308.80748621688474,115.49431783848233,7132.818695068359,112.03917694091797,63.66361204911149,7851.723552683275,3.885925946376042,0.04486161561263713,1.0469687077243912,531.1011962890625,50.0,132.79183759333733,11.579267760130643,False,False,science_V_000.fits,6081.604563850861,186.97147327990317,32.52691149706285,-5.0146673194635625,0.033378514898287776,19.099290120770064,0.03609198195785971,0
20,339.0428352234978,123.10862305097913,1549117.5485839844,935.8404541015625,1655.3222739993516,1540813.9544570982,5.990041896722961,0.1967903922182378,1.2450050277183775,53422.41796875,359.0,132.78725088540756,11.580399165731414,False,True,science_V_000.fits,1523237.2230060166,897.4683412484388,1697.260118264552,-11.011540733857935,0.000639678024786282,13.102416706375694,0.01374463869320131,0
21,274.4091850260048,127.62088776164458,585928.2368164062,580.291748046875,1009.713198211938,582653.9674408757,5.104533398070792,0.000215072369825986,1.0002151186359007,36522.0078125,247.0,132.79705574418642,11.581070002397071,False,False,science_V_000.fits,581911.497618939,567.0151236903571,1026.2715636782852,-9.966764219607034,0.0010579071255844954,14.147193220626594,0.013770441979748312,0
