id,x,y,flux,flux_err,snr,kron_flux,fwhm,ellipticity,elongation,peak,area,ra,dec,flag_edge,flag_saturated,frame,flux_aper,flux_aper_err,snr_aper,mag_inst,mag_inst_err,mag_calib,mag_calib_err
1,380.93370945913887,15.748896474715574,95477.89865112305,319.1908264160156,299.1248204817843,96144.87500454624,4.704773539480525,0.007904395366526873,1.0079673726298255,6556.064453125,120.0,132.76429799580205,11.5335392082436,False,False,science_V_004.fits,97863.38347376815,344.05470510455615,284.44134616333196,-8.031172440884598,0.0038169556382867393,16.39517725688712,0.01486463233918015
2,177.7149141056867,23.32226642210132,1433319.4470825195,1018.848876953125,1406.8027943151606,1427321.8901390377,5.486067475214162,0.10006961987793439,1.1111970682269456,61284.6171875,283.0,132.8219111135382,11.535644277655202,False,True,science_V_004.fits,1422459.716769165,998.3985512014093,1424.7413671198415,-10.93722181472697,0.0007620330433689703,13.489127883044748,0.014386411595444418
3,479.78692809961774,18.48172930529286,17960.19223022461,183.3149871826172,97.9744891907435,18877.511484899143,4.183756643487331,0.023278779626286328,1.0238335966708898,1229.598876953125,66.0,132.7362727476074,11.53429356317232,False,False,science_V_004.fits,18186.690495962666,261.67605564498496,69.50078199220677,-6.204006063960616,0.015621406966640194,18.2223436338111,0.02122301816075523
4,271.67958385475686,21.9663673616118,366758.26986694336,550.7676391601562,665.9038109541049,366026.5941037482,5.0983812657891745,0.04601823070092714,1.04823806091676,23838.0078125,194.0,132.79527173764075,11.53526842214639,False,False,science_V_004.fits,364912.1558865783,543.3368127297357,671.6131639475188,-9.460092700899567,0.0016165555684147352,14.96625699687215,0.014456880581236191
5,499.6246754322975,25.304556341341925,1064283.9362182617,895.6035766601562,1188.3426595806377,1055781.1428423892,5.214151677769341,0.023799443402467535,1.024379665880768,64756.70703125,282.0,132.7306482257899,11.536187509481799,False,True,science_V_004.fits,1051343.5962494256,870.3156232609393,1208.0026695490105,-10.608983558422596,0.0008987562919917468,13.817366139349122,0.014394301202446272
6,428.64970347882024,38.70514690877316,975756.815826416,856.7142333984375,1138.9524975624101,969760.3511793889,5.110946159851862,0.0009547694723538447,1.000955681928284,61821.140625,257.0,132.7507692936168,11.539913970139512,False,True,science_V_004.fits,967931.7097622008,837.0490630917055,1156.3619773816724,-10.51923366834584,0.0009388928564205554,13.907116029425877,0.0143968629926866
7,293.892663010061,48.32950288717802,62928.40267944336,273.98175048828125,229.68100089620725,63717.93766203399,4.648317197132149,0.005614311047312026,1.0056460095008257,4284.27392578125,108.0,132.78897395465947,11.542591337239058,False,False,science_V_004.fits,62936.96223460839,307.6930131870523,204.54465827063757,-7.551886316742824,0.005307887329736504,16.874463381028892,0.015315410936032005
8,450.22847678209865,52.50181111160256,1411365.4542541504,1019.782470703125,1383.9867763965728,1401395.401943462,5.2989520715762595,0.0008807293161394725,1.0008815056840379,63612.5546875,303.0,132.74465077131686,11.543745276763266,False,True,science_V_004.fits,1395384.4041644356,993.1732651867228,1404.9758013795251,-10.916356535735458,0.0007727535228250674,13.50999316203626,0.014386983430913861
9,254.4578908306077,51.022461058504014,73580.03677368164,286.6971740722656,256.64723418283455,74530.14026028133,4.651113373190495,0.01792624731935666,1.0182534634190412,4907.85400390625,110.0,132.80015415867527,11.543339588406393,False,False,science_V_004.fits,73313.39383629046,317.9439701014204,230.58589163651806,-7.717580185057413,0.0047084407128925015,16.7087695127143,0.015118120193369777
10,487.8622413947776,58.37256881902414,59266.36184692383,273.3027038574219,216.8524533801987,60399.4495484356,4.67360512299621,0.01265271629043152,1.0128148590665018,3881.16357421875,107.0,132.73398075565032,11.545373824479613,False,False,science_V_004.fits,59156.76344471322,310.41093115262805,190.57564508134553,-7.484632886721164,0.005696950413241832,16.94171681105055,0.01545455881755567
11,205.9820637646806,78.99718802577092,189278.1870727539,411.76324462890625,459.6772284601003,189812.55019921518,4.853849530334452,0.005332078981883814,1.0053606624575024,13151.263671875,146.0,132.8138980270688,11.551110008663887,False,False,science_V_004.fits,189713.58033053364,420.8933507355077,450.74026472266837,-8.749867924661517,0.0024087042693379302,15.6764817731102,0.014566742960987476
12,13.333021023449554,83.17272300348786,320467.30154418945,512.4100952148438,625.4117640087157,320016.77316620474,4.934186187279664,0.001222636833423718,1.001224133504135,21085.474609375,179.0,132.86851812759386,11.552262171067126,False,False,science_V_004.fits,321572.58137418015,509.7308891922647,630.8673619598646,-9.322819403759809,0.0017209639703457532,15.10353029401191,0.014468927438534607
13,387.5199889212399,80.38181956649508,21456.036346435547,192.72341918945312,111.33071650904863,22498.618229942476,4.267364945220985,0.0123371004801206,1.0124912057404585,1415.524658203125,71.0,132.76242835629373,11.551492542014541,False,False,science_V_004.fits,23019.878746178547,328.44986205354024,70.08643146400865,-6.459879453334809,0.015490872873981855,17.96647024443691,0.021127122062226514
14,241.08423949353707,93.16966518307756,34773.63818359375,224.20689392089844,155.0962041152138,35962.017953516064,4.508684441398969,0.010875899752261886,1.0109954855508403,2479.0625,90.0,132.8039459156319,11.555047109242192,False,False,science_V_004.fits,35374.93560009664,274.55231648370597,128.84588282902382,-6.9263610187959195,0.008426346082324607,17.499988678975797,0.01665507287685823
15,27.472733655505113,101.97325854927901,219546.4315185547,435.671630859375,503.9263885176387,219701.28554526455,4.875132061843468,0.010053572730743698,1.0101556735332398,14366.9912109375,158.0,132.86451043239813,11.557485448603954,False,False,science_V_004.fits,220935.7949895658,439.669509254898,502.50424543649325,-8.915287083899084,0.0021605787609951872,15.511062613872634,0.014527774943769431
16,322.47693921579577,105.16185672457992,586328.9136657715,679.07275390625,863.4257674056493,583601.0347695246,5.0645619539458755,0.0057356128908278015,1.005768699920455,37462.19921875,224.0,132.78086890794467,11.558377671305479,False,False,science_V_004.fits,580838.6432617127,664.7693676217314,873.7445970768962,-9.964760629828488,0.0012425827909347865,14.46158906794323,0.014419852850382305
17,249.0088101301197,108.64178572214333,1654772.8102416992,1101.8836669921875,1501.7672553026705,1641221.141037275,5.676993794602933,0.08235582215831394,1.0897470110386536,58132.03515625,366.0,132.80169913618175,11.559344939818287,False,True,science_V_004.fits,1628392.8096824435,1066.6005690920338,1526.712864093676,-11.084019814152251,0.0007111356860443561,13.342329883619467,0.014383805414365045
18,308.885766059532,115.44407030498968,9281.363952636719,144.4853973388672,64.23738400960187,10117.493857772983,3.7907024312525333,0.043763510858378596,1.0457664096228576,671.4364013671875,47.0,132.7847222204273,11.561234067383474,False,False,science_V_004.fits,7348.627308051235,244.64707294645004,30.037666993300796,-5.2201374298416505,0.036144618030492855,19.206212267930066,0.03889500683641257
19,339.0359903335934,122.94258971086208,1999854.7706298828,1213.837158203125,1647.547825599869,1990436.4474750063,6.252276333880003,0.22745545602802986,1.2944237426861984,58247.13671875,373.0,132.77617354336905,11.563316415564108,False,True,science_V_004.fits,1957486.8728642738,1166.7353986316496,1677.7470497252589,-11.283869019816386,0.0006471178120550353,13.142480677955332,0.014380782513376326
20,274.41535764558296,127.61926572041,781189.4630126953,772.653564453125,1011.0475107503217,776624.8572078492,5.106021871843104,0.002098043097801816,1.0021024541371928,48807.87890625,247.0,132.79449555652104,11.564616412719305,False,False,science_V_004.fits,774860.1041775044,754.5426150033375,1026.9268942140227,-10.277680125571296,0.0010572320251004434,14.148669572200422,0.014405064518746501
21,365.77558790137783,135.3502333402591,200695.78387451172,430.2684020996094,466.4432314693878,200914.5296213951,4.901343120928256,0.0034155907863133717,1.0034272970304727,13230.34375,159.0,132.7685916163086,11.566762263767243,False,False,science_V_004.fits,200144.58881065104,434.613085654776,460.51210931469944,-8.807981506141166,0.002357592727834366,15.618368191630552,0.014558378608371501
22,497.40332145248397,138.86328827371597,232889.0583190918,463.4202880859375,502.5439418740002,232694.9931130712,5.0092748305571435,0.00371300425518839,1.0037268420355248,15159.712890625,177.0,132.7312702239015,11.567731704708093,False,False,science_V_004.fits,230998.2814201973,460.5885067169902,501.52854022936964,-8.963643746146778,0.0021647820869844514,15.46270595162494,0.014528400659345823
23,461.6495467868073,139.51403496520248,69419.59512329102,291.6976013183594,237.98479935913605,70365.11782378014,4.727434580198713,0.0022439224445890416,1.0022489689565077,4351.24951171875,116.0,132.7414076859241,11.567914680337447,False,False,science_V_004.fits,70236.95413667994,322.41626377618206,217.84556806798582,-7.671036048771978,0.0049838057741031115,16.75531364899974,0.015206132454649175
24,352.04330351602266,139.4051562768597,20395.04083251953,190.7964630126953,106.89422911976348,21314.628709463082,4.274261934116343,0.015504235613103878,1.0157484025568757,1388.932861328125,71.0,132.77248509924954,11.567889024045968,False,False,science_V_004.fits,19494.594627876897,262.62822339647835,74.2288638127318,-6.2794073962022,0.01462638580511022,18.146942301569517,0.020501690319441497
25,399.9476080180885,146.4304095100775,158196.7767944336,391.72943115234375,403.841948584432,158600.64252161694,4.854338867078295,0.002056356139924831,1.0020605934539257,10309.123046875,146.0,132.7589021741447,11.569838884463302,False,False,science_V_004.fits,158118.1177531552,402.12009784115503,393.2111789538429,-8.552075963631141,0.002761111733619977,15.874273734140576,0.014629144959288813
26,28.31575647837416,149.6979940702477,184739.04818725586,407.7900390625,453.02491598854823,184928.47113937984,4.86436716996579,0.003109866524350413,1.0031195679643332,12402.427734375,154.0,132.86427446564738,11.57074235870762,False,False,science_V_004.fits,186511.47808975895,413.4844166325507,451.07256909153426,-8.731385783674174,0.0024069297811361336,15.694963914097544,0.014566449643124143
27,329.3307486198021,162.1792539186019,630188.9665222168,702.2237548828125,897.4190379352563,627049.9509763225,5.067518152881927,0.0017572622189558906,1.0017603556253882,41830.11328125,228.0,132.77892447012147,11.574215696696958,False,False,science_V_004.fits,626711.488024153,686.9868056549332,912.2613169064912,-10.047291013215302,0.0011901195193518073,14.379058684556416,0.014415426761101927
28,498.88729335463853,165.05595567970718,92528.72958374023,384.9036865234375,240.39450081522145,93442.82608075769,4.863896486973478,0.01498558878496814,1.0152135731359333,6320.7373046875,134.0,132.73084766144277,11.57500733906897,False,False,science_V_004.fits,92276.48041564238,401.31216962174085,229.9369104670265,-7.967349427598966,0.0047217299640793945,16.45900027017275,0.015122264317490175
