id,x,y,flux,flux_err,snr,kron_flux,fwhm,ellipticity,elongation,peak,area,ra,dec,flag_edge,flag_saturated,frame,flux_aper,flux_aper_err,snr_aper,mag_inst,mag_inst_err,mag_calib
1,44.99893360370388,1.9964919503029204,40417.82263183594,170.2168731689453,237.4489783496378,39998.554352672065,2.6506899171606046,0.0006794974892374572,1.000679959520024,41000.38671875,25.0,132.8322400163337,11.562012001724426,True,False,science_V_002.fits,39238.37469998007,251.5437105916831,155.99028338924975,-7.0388993992606785,0.006960048897986824,
2,499.99961368274774,0.6607381995707102,53960.517517089844,180.78785705566406,298.4742360239137,53724.8052533862,2.22890060351954,0.35895411933808363,1.5599507463762858,54263.96875,15.0,132.7632214067366,11.561812866126752,True,False,science_V_002.fits,53815.37559744597,258.0607372838694,208.5376340618934,-7.381887813351655,0.005206254520360422,
3,105.90714193624304,1.89762444116862,981.7669677734375,57.81003189086914,16.98264013461829,839.2714180919248,1.7305513330535256,0.17802161641186198,1.2165770049021896,1089.687255859375,8.0,132.82300090583186,11.561998171296215,True,False,science_V_002.fits,1773.959921402057,209.9964729207572,8.447570079291122,-3.6769813833120777,0.12852216552326093,
4,380.9254855225416,15.745029325423097,67490.81805419922,273.3139343261719,246.9351525036258,67952.0451390789,4.5961366880590795,0.0029221708873803376,1.0029307349958638,4724.06787109375,108.0,132.7812834835639,11.564056299786033,False,False,science_V_002.fits,69984.54342869074,318.82330659668463,219.5088689586362,-7.667127208189114,0.004946041611669855,
5,177.82224098417979,23.147057175598114,1055272.2907714844,790.0277099609375,1335.7408575246832,1049473.5820865207,5.146116551322355,0.001058251987247849,1.0010593730709054,54290.796875,263.0,132.8120923030595,11.565156713382914,False,False,science_V_002.fits,1050777.5548148758,768.016812808555,1368.1699896286061,-10.608398842652598,0.0007935417442497161,
6,271.67965471307417,21.96639474287889,269379.4713745117,451.1008605957031,597.1601805830775,269056.1122774988,5.055201833234276,0.04719073756165437,1.049528000431994,17749.609375,184.0,132.79785499772146,11.564981477837227,False,False,science_V_002.fits,269141.16827554523,448.6578904887968,599.8806083234723,-9.129572207147941,0.001809860137060074,
7,479.7544604549352,18.477732573222934,11383.045593261719,164.2787322998047,69.29104841451989,11654.396749086369,3.9491295297857887,0.006179778053551854,1.0062182051814648,847.9091796875,56.0,132.76629204911828,11.56446104288448,False,False,science_V_002.fits,12739.736905890348,270.7417674349996,47.05493735446245,-5.817523022237835,0.02307303039894575,
8,499.6222305763848,25.313676964886664,716069.7865600586,671.1990966796875,1066.8515349653167,712306.5128383806,5.110168959511556,0.019918015341449102,1.0203228052889761,46900.42578125,243.0,132.76327816460235,11.56547657182073,False,False,science_V_002.fits,714031.013391024,651.086629367211,1096.675897161317,-10.188914562627252,0.0009899916673743563,
9,428.64915317377057,38.711866425944855,694854.1555175781,662.9268188476562,1048.1611782208784,691083.109467861,5.086425267090099,0.0011407138916709192,1.0011420166058778,44949.796875,242.0,132.7740439493965,11.567468861606914,False,False,science_V_002.fits,691576.4700899033,642.9385787398357,1075.6493589876006,-10.154222395537092,0.0010093437893384319,
10,293.88877159280406,48.3371437418188,46777.39270019531,249.282470703125,187.64814296109634,47496.395390607795,4.609618538151756,0.02114086333481635,1.0215974521184323,3165.04296875,103.0,132.79448599812102,11.568900414177392,False,False,science_V_002.fits,46715.23813067654,301.619725759659,154.88124330402997,-7.228268291548668,0.00700988690973241,
11,450.23598431635963,52.504670099586946,1047695.3079833984,794.5860595703125,1318.5422716199673,1040841.4841783864,5.18834265184457,0.0023310773590550227,1.0023365239771973,54262.04296875,282.0,132.77076918169485,11.569518310482245,False,False,science_V_002.fits,1040170.2607320005,766.738510707363,1356.6166903138594,-10.597382956048278,0.0008002997513975879,
12,254.45937966105768,50.98682408929808,55377.778259277344,259.4657897949219,213.42997974047816,56128.73760362266,4.621463424381298,0.010779230858705802,1.0108966887826898,3698.762451171875,106.0,132.8004671548123,11.569294245660616,False,False,science_V_002.fits,55077.96790514277,308.0188212682109,178.81364417398052,-7.407066645638211,0.006071684322610445,
13,487.8485410782882,58.37713686836424,40373.4140625,240.0,168.22255859375,40879.67711080462,4.538643194891464,0.012961667862811388,1.0131318789157318,2810.016845703125,98.0,132.76506350474926,11.570390388615495,False,False,science_V_002.fits,41661.87248477369,297.69243072621913,139.94938461532183,-7.103968837369873,0.007757804744795829,
14,338.4214731222115,75.91812753769341,29839.38311767578,221.80960083007812,134.52701328530347,30744.546855305234,4.506344045520357,0.024403396647794562,1.025013818789388,2066.760986328125,90.0,132.78773052036064,11.572999038805435,False,False,science_V_002.fits,30932.471717514014,288.9395116206761,107.05518101007453,-6.780658435315235,0.010141498895768802,
15,205.99296838364504,79.02618610721714,146189.35382080078,392.40667724609375,372.5455306896311,146701.17495447953,4.871636264582194,0.005780159921584982,1.005813764409619,10196.166015625,146.0,132.80781928386907,11.573461110610904,False,False,science_V_002.fits,146441.84860646352,408.0449033383557,358.8866014705058,-8.46878488042571,0.003025189560021024,
16,387.4859503103385,80.35665727834666,16578.41259765625,191.37136840820312,86.62953468720464,17230.390914770076,4.310877307275131,0.02327060782818513,1.0238250307758647,1084.767822265625,74.0,132.78028763413096,11.573658235371385,False,False,science_V_002.fits,17381.535198789235,277.64979873188173,62.602369164956876,-6.154842204627173,0.0173427941223628,
17,13.33323994379473,83.17488199686908,222925.32348632812,409.99176025390625,543.7312285209618,222955.01641800787,4.8662047696794595,0.0030102388676553904,1.003019327765449,15139.10546875,161.0,132.83704493945342,11.574075442367535,False,False,science_V_002.fits,225324.95029147912,417.6133216375494,539.5540290906735,-8.93664508386495,0.0020122173896648735,
18,27.48384330586728,101.97821965937352,155812.1495361328,361.9288635253906,430.50490093117986,156071.45655723102,4.84300622371022,0.008831354003865255,1.0089100417366308,10209.7685546875,150.0,132.83489870068638,11.576870088322972,False,False,science_V_002.fits,157920.47320225573,375.9597371482057,420.0462379300007,-8.550717965723916,0.002584715447876308,
19,322.48163322271654,105.15629397108242,453062.7147216797,577.6469116210938,784.3246550911454,450772.9325958821,5.079375870647998,0.005332156408101585,1.005360740716063,29177.302734375,223.0,132.79014835607668,11.577344249277083,False,False,science_V_002.fits,448260.67920836835,561.6282398735899,798.1448356465514,-9.68344848614077,0.0013602794273805073,
20,308.74352213178014,115.45417007685408,7306.909118652344,149.9741668701172,48.72111825085436,8310.932509212904,3.8676468717384576,0.023680525165806543,1.0242548937885605,545.3482666015625,49.0,132.7922323475058,11.57887469361033,False,False,science_V_002.fits,5942.379874804359,269.7744238260954,22.027217371187838,-4.989522902108366,0.04928902192703302,
21,339.03414292511934,122.99425717680069,1624075.6569824219,976.1920776367188,1663.6845290879396,1616275.0086414153,6.141965530595479,0.22733406472099138,1.2942203795213274,54250.125,364.0,132.78763726190016,11.579995069368186,False,False,science_V_002.fits,1595372.054886251,931.4823972291135,1712.723782684476,-11.061776825347549,0.0006339025655954306,
