id,x,y,flux,flux_err,snr,kron_flux,fwhm,ellipticity,elongation,peak,area,ra,dec,flag_edge,flag_saturated,frame,flux_aper,flux_aper_err,snr_aper,mag_inst,mag_inst_err,mag_calib,frame_index
1,322.0,1.2211584625678376,235.29412841796875,21.837186813354492,10.774928585310038,235.29412841796875,2.4709156701241217,0.1481595111721451,1.1739287027504584,235.29412841796875,20.0,,,True,False,starfield_photo.fits,235.29412841796875,46.91593102622209,5.015228799071663,-5.9290277245752785,0.2164806519297718,,0
2,337.2015922711261,1.0378840095945745,480.3921785354614,33.08456039428711,14.5201318322009,480.3921785354613,3.0061863015479835,0.4024952629270533,1.6736268985896163,235.29412841796875,39.0,,,True,False,starfield_photo.fits,480.3921785354614,49.81236834673527,9.644034091925416,-6.703989819649081,0.11257737059525905,,0
3,362.0,1.2211584625678376,235.29412841796875,21.837186813354492,10.774928585310038,235.29412841796875,2.4709156701241217,0.1481595111721451,1.1739287027504584,235.29412841796875,20.0,,,True,False,starfield_photo.fits,235.29412841796875,52.974452351029,4.44165287181866,-5.9290277245752785,0.2444360312100333,,0
4,389.5,0.6643475753064817,470.5882568359375,24.530092239379883,19.18412096634798,470.5882568359375,2.3843671073665513,0.41379973991468055,1.7059016655066879,235.29412841796875,18.0,,,True,False,starfield_photo.fits,533.2896619801371,49.39686296848986,10.796022863239742,-6.817407912008159,0.10056481111176492,,0
5,498.45343144432815,12.213769109700415,1163.1359586715698,79.671875,14.599078516371929,1163.1359586715698,3.4177885442850453,0.08288335734497243,1.0903738450378868,235.29412841796875,83.0,,,False,False,starfield_photo.fits,1163.1359586715698,109.52808237654122,10.619522714484143,-7.664076205672697,0.1022362331330763,,0
6,326.1667554787173,17.878133201308913,41102.54261779785,182.7596893310547,224.89938983942926,41102.54261779785,4.797166870142335,0.02519351606082454,1.0258446332435316,3058.823486328125,166.0,,,False,False,starfield_photo.fits,41102.54261779785,182.6582423333309,225.02429724901384,-11.534671720792605,0.0048248123125946485,,0
7,357.78160551408007,17.708387703214118,3533.89026927948,91.38584899902344,38.66999440271375,3533.890269279481,4.197424516632097,0.17756299769592354,1.215898600377265,235.29412841796875,120.0,,,False,False,starfield_photo.fits,3533.89026927948,96.07501275050326,36.78261566778682,-8.870632650288009,0.02951666107179065,,0
8,277.90185542676016,30.747274691233685,2298301.5011281967,1242.908935546875,1849.131046850953,2285580.7388122696,5.862817504214428,0.001979412768318811,1.0019833386140955,60000.0,522.0,,,False,True,starfield_photo.fits,2260411.7318493305,1228.6666174759819,1839.7274734238617,-15.885468881700254,0.0005901417550608386,,0
9,243.59281040031848,29.972961422894457,1676504.846698761,1061.9818115234375,1578.656836216221,1669192.7807684,5.451100533864616,0.003560454360533538,1.0035731764923568,60000.0,429.0,,,False,True,starfield_photo.fits,1659544.5280455162,1053.137510604083,1575.809912129705,-15.549972274168002,0.000688979039694374,,0
10,195.7524794322655,29.533823309325747,251719.07104492188,414.5010986328125,607.2820358623663,251719.07104492188,4.991108510452552,0.006037541266108448,1.0060742145873387,16000.0009765625,248.0,,,False,False,starfield_photo.fits,251717.87160690903,412.9427368743162,609.5708899307319,-13.502285127316753,0.0017810889888842504,,0
